,type_,address,area,metro_station,metro_line,date,update_date,floor,full_floor,price
269,2-комн.кв.,"Павелецкий 3-й проезд, 3",57.0,Тульская м.,gray,Размещено 30 марта,"сегодня, 10:03",2,16,34000000
1533,1-комн.кв.,", 1к1",37.0,Станция не указана,Ветка не указана,Размещено 03 декабря 2021,"сегодня, 00:24",3,28,8794956
997,3-комн.кв.,"Радужная ул, 4",5.0,Станция не указана,Ветка не указана,Размещено 26 февраля,"сегодня, 00:41",10,12,7693682
1596,1-комн.кв.,", 1к1",6.0,Станция не указана,Ветка не указана,Размещено 16 ноября 2021,"сегодня, 00:14",20,31,7324716
1336,2-комн.кв.,", 3",47.0,Станция не указана,Ветка не указана,Размещено 3 февраля,"сегодня, 00:30",11,17,9670814
819,1-комн.кв.,"Радужная ул, 4",3.0,Станция не указана,Ветка не указана,Размещено 3 марта,"сегодня, 00:16",6,12,6386541
553,3-комн.кв.,"Радужная ул, 4",5.0,Станция не указана,Ветка не указана,Размещено 26 марта,"сегодня, 00:29",6,12,7620281
342,1-комн.кв.,"Высокая ул, 5к1",40.0,Коломенская м.,green,Размещено 16 марта,26 марта,3,12,13260000
901,1-комн.кв.,"Камова ул, д.7к1",36.0,Станция не указана,Ветка не указана,Размещено 26 февраля,"сегодня, 00:41",7,17,7233614
688,1-комн.кв.,"Зорге ул, 9к1",38.0,Полежаевская м.,purple,Размещено 17 марта,"сегодня, 10:03",18,21,21015300
1028,1-комн.кв.,"Радужная ул, 4",33.0,Станция не указана,Ветка не указана,Размещено 18 февраля,"сегодня, 00:39",9,12,6500811
918,1-комн.кв.,"Радужная ул, 4",35.0,Станция не указана,Ветка не указана,Размещено 26 февраля,"сегодня, 00:41",10,12,6757243
671,1-комн.кв.,"Маресьева ул, 6к2",37.0,Некрасовка м.,purpledark,Размещено 22 марта,"сегодня, 00:12",23,23,13139821
835,2-комн.кв.,"Радужная ул, 4",41.0,Станция не указана,Ветка не указана,Размещено 1 марта,"сегодня, 00:35",11,12,6408461
460,2-комн.кв.,"Судостроительная ул, 47",34.0,Коломенская м.,green,Размещено 15 декабря 2021,30 марта,5,9,10700000
494,2-комн.кв.,", 3",47.0,Станция не указана,Ветка не указана,"сегодня, 00:03","сегодня, 00:03",4,17,7292699
612,1-комн.кв.,", 1к1",35.0,Станция не указана,Ветка не указана,Размещено 26 марта,"сегодня, 00:39",10,28,8461815
947,2-комн.кв.,"Радужная ул, 4",35.0,Станция не указана,Ветка не указана,Размещено 22 февраля,"сегодня, 00:39",8,12,6307105
1380,2-комн.кв.,", 7",47.0,Станция не указана,Ветка не указана,Размещено 14 декабря 2021,"сегодня, 00:31",15,17,9533134
403,2-комн.кв.,,51.0,Станция не указана,Ветка не указана,Размещено 11 февраля,26 марта,1,3,1270000
893,3-комн.кв.,"Радужная ул, 4",78.0,Станция не указана,Ветка не указана,Размещено 26 февраля,"сегодня, 00:41",10,11,9276033
951,3-комн.кв.,"Радужная ул, 4",58.0,Станция не указана,Ветка не указана,Размещено 22 февраля,"сегодня, 00:39",12,12,8363884
17,1-комн.кв.,"Недорубова ул, 32",3.0,Некрасовка м.,purpledark,Размещено 11 декабря 2021,"сегодня, 00:30",3,22,9583702
518,2-комн.кв.,"Радужная ул, 4",38.0,Станция не указана,Ветка не указана,Размещено 26 марта,"сегодня, 00:41",10,11,6302869
465,2-комн.кв.,"Маршала Катукова ул, 19к1",5.0,Строгино м.,blue,Размещено 15 декабря 2021,"сегодня, 10:39",5,17,15800000
1545,1-комн.кв.,"Недорубова ул, 32",35.0,Некрасовка м.,purpledark,Размещено 09 декабря 2021,"сегодня, 00:14",15,22,9856458
1571,1-комн.кв.,", 1к1",6.0,Станция не указана,Ветка не указана,Размещено 11 декабря 2021,"сегодня, 00:14",5,31,7259392
1120,1-комн.кв.,", 1к1",34.0,Станция не указана,Ветка не указана,Размещено 9 февраля,"сегодня, 00:38",3,28,8488501
60,1-комн.кв.,"Бескудниковский бул., 11К2",35.0,Верхние Лихоборы м.,lightgreen,18 марта,18 марта,20,22,15900000
1475,2-комн.кв.,"Камова ул, д.7к1",35.0,Станция не указана,Ветка не указана,Размещено 24 ноября 2021,"сегодня, 00:22",12,17,7510451
390,3-комн.кв.,"Зубовский б-р, 29",68.0,"Парк культуры,Кропоткинская",Ветка не указана,Размещено 20 февраля,"сегодня, 10:39",4,5,40000000
677,1-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",35.0,Бунинская аллея м.,cyan,Размещено 22 марта,"сегодня, 00:28",11,13,10707076
864,1-комн.кв.,"Радужная ул, 4",35.0,Станция не указана,Ветка не указана,Размещено 26 февраля,"сегодня, 00:41",10,12,6629371
36,1-комн.кв.,"Балаклавский пр-кт, 15А",4.0,Чертановская м.,gray,Размещено 1 февраля,"сегодня, 10:39",5,25,13899000
834,2-комн.кв.,", 1",35.0,Станция не указана,Ветка не указана,Размещено 1 марта,"сегодня, 00:36",10,17,5588607
5,2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",43.0,Бунинская аллея м.,cyan,Размещено 12 марта,"сегодня, 00:17",3,13,12584329
693,2-комн.кв.,", 3",55.0,Станция не указана,Ветка не указана,Размещено 22 марта,"сегодня, 00:12",7,17,11239056
787,2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",53.0,Бунинская аллея м.,cyan,Размещено 5 марта,"сегодня, 00:19",2,11,10133058
8,1-комн.кв.,"Перерва ул, 55",40.0,Братиславская м.,lightgreen,Размещено 26 марта,"сегодня, 10:39",14,25,11500000
769,2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",39.0,Бунинская аллея м.,cyan,Размещено 5 марта,"сегодня, 00:28",8,15,8443479
27,2-комн.кв.,"Будённого пр-кт, 29/1",57.0,Соколиная Гора м.,Ветка не указана,Размещено 3 февраля,20 марта,5,8,15500000
539,1-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",38.0,Бунинская аллея м.,cyan,Размещено 26 марта,"сегодня, 00:16",6,13,10575526
1178,2-комн.кв.,", 1",36.0,Станция не указана,Ветка не указана,Размещено 1 февраля,"сегодня, 00:37",12,17,5751459
1546,1-комн.кв.,"Недорубова ул, 32",37.0,Некрасовка м.,purpledark,Размещено 30 ноября 2021,"сегодня, 00:16",9,19,10232546
1136,2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",54.0,Бунинская аллея м.,cyan,Размещено 9 февраля,"сегодня, 00:10",2,12,15097849
272,3-комн.кв.,"В/городок 3 ул, 11",79.0,Станция не указана,Ветка не указана,Размещено 14 мая 2019,26 марта,1,2,8900000
1351,2-комн.кв.,", 1",55.0,Станция не указана,Ветка не указана,Размещено 25 декабря 2021,"сегодня, 00:33",3,12,9447922
449,2-комн.кв.,"Шверника ул, 9к3",38.0,Академическая м.,Ветка не указана,Размещено 15 декабря 2021,"сегодня, 10:39",3,9,13000000
907,2-комн.кв.,"Радужная ул, 4",34.0,Станция не указана,Ветка не указана,Размещено 26 февраля,"сегодня, 00:41",10,12,6392335
1307,2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",56.0,Бунинская аллея м.,cyan,Размещено 4 января,"сегодня, 00:33",11,15,10360775
1247,2-комн.кв.,", 7",38.0,Станция не указана,Ветка не указана,Размещено 22 февраля,30 марта,13,17,8300705
